model,alignment,task,dimension,n_pairs,n_direction_defined,direction_aligned_mean_diff,aligned_ci_low,aligned_ci_high,aligned_d_z,aligned_dz_ci_low,aligned_dz_ci_high,aligned_t_stat,aligned_p_value,raw_mean_diff,raw_ci_low,raw_ci_high,raw_d_z,raw_t_stat,raw_p_value,mean_diff,mean_diff_ci_low,mean_diff_ci_high,d_z,dz_ci_low,dz_ci_high,p_value,primary_p_value,p_fdr
gemma_base,base,w,V,192,192,-0.10183423731192069,-0.1848998559110691,-0.021608997695425087,-0.17501165408944785,-0.3249904010921175,-0.036740034376794364,-2.4250326143967453,0.01623758042042066,-0.02650790709793337,-0.10617400474197668,0.05692274780025826,-0.04491625610812479,-0.6223779013203845,0.5344357035338877,-0.02650790709793337,-0.10617400474197668,0.05692274780025826,-0.04491625610812479,-0.1812338490571614,0.09684230680775542,0.5344357035338877,0.01623758042042066,
gemma_base,base,r,V,192,192,-0.04550001886280262,-0.1692656499206402,0.06207621275357396,-0.056127343728872486,-0.20087383415574256,0.08116150511948579,-0.7777232882583165,0.43769442806413056,0.03751816226114427,-0.07820081336420923,0.15289417911740433,0.04625774725748848,0.6409661479491995,0.5223129939586302,0.03751816226114427,-0.07820081336420923,0.15289417911740433,0.04625774725748848,-0.10068161461023334,0.18757706285838008,0.5223129939586302,0.43769442806413056,0.567746084317155
gemma_base,base,s,V,192,192,0.037785341668430276,-0.05434279675803045,0.12775407204399333,0.05763656826885682,-0.08629221191589581,0.18961481957071183,0.7986357169245774,0.4254936027093381,0.11309092127215058,0.023401816128436174,0.20555979232325308,0.1748441670299766,2.4227118456238292,0.016338477642568683,0.11309092127215058,0.023401816128436174,0.20555979232325308,0.1748441670299766,0.03707608480088034,0.30596537174735894,0.016338477642568683,0.4254936027093381,0.567746084317155
gemma_base,base,w,A,192,192,-0.08537913792059106,-0.16179876528795623,-0.006463885732840184,-0.1595578508825571,-0.3130443670399332,-0.011257815359257642,-2.2108984358007002,0.028229784261604947,-0.062283579461264164,-0.1345672061841529,0.012796686367650857,-0.11570590704718019,-1.603268077932463,0.11052785362515927,-0.062283579461264164,-0.1345672061841529,0.012796686367650857,-0.11570590704718019,-0.2670826697319987,0.02211468848114771,0.11052785362515927,0.028229784261604947,
gemma_base,base,r,A,192,192,0.012013393452629278,-0.09532178261935227,0.11356986003681577,0.01631969011712673,-0.13941261588139528,0.14732544693160357,0.22613225957314545,0.8213403608671594,0.005691687168147969,-0.10311941781357861,0.11255569908585615,0.007731115244240454,0.10712547521755789,0.9148018755507654,0.005691687168147969,-0.10311941781357861,0.11255569908585615,0.007731115244240454,-0.14435473553485523,0.1454788484118124,0.9148018755507654,0.8213403608671594,0.847835211217713
gemma_base,base,s,A,192,192,0.010683298939875454,-0.07360505980657255,0.0984451802797588,0.01822893618818392,-0.13530531574690524,0.1582247658692231,0.25258754916692394,0.8008585743349471,0.035865501513526334,-0.043731505806623924,0.1216034403052675,0.06130262875999118,0.8494341411987024,0.3967031943552311,0.035865501513526334,-0.043731505806623924,0.1216034403052675,0.06130262875999118,-0.08267532403788919,0.1970333737875495,0.3967031943552311,0.8008585743349471,0.847835211217713
gemma_base,base,w,D,192,192,-0.12258313025218386,-0.19249980842051492,-0.05974935333319772,-0.25153331985247335,-0.378463622722706,-0.1244282701571527,-3.4853479182476574,0.0006096241780174748,0.0007005501560688141,-0.06673422790101737,0.07097862004589409,0.0013938474857445647,0.01931371730649378,0.9846110019204186,0.0007005501560688141,-0.06673422790101737,0.07097862004589409,0.0013938474857445647,-0.14149602058822253,0.14010239152063456,0.9846110019204186,0.0006096241780174748,
gemma_base,base,r,D,192,192,-0.10937698947061691,-0.20539141732586394,-0.019834677999442916,-0.16342997890369385,-0.3052855683557382,-0.030551586408203515,-2.2645522155288598,0.024663491557078577,0.03891930897805649,-0.059420266641042836,0.13477446371030535,0.057482760980729686,0.7965045006236928,0.4267277737233724,0.03891930897805649,-0.059420266641042836,0.13477446371030535,0.057482760980729686,-0.08861770397659105,0.18948831424393967,0.4267277737233724,0.024663491557078577,
gemma_base,base,s,D,192,192,-0.05712584122472699,-0.140049079798977,0.018688002856798936,-0.10094397178475759,-0.2383620301798644,0.03415330851266877,-1.3987207027919948,0.1635184251863676,0.08816083223299365,0.014712289425689511,0.16893563137348933,0.1568984476536399,2.1740486637183216,0.030931281589230582,0.08816083223299365,0.014712289425689511,0.16893563137348933,0.1568984476536399,0.026590029786383303,0.2948505491081913,0.030931281589230582,0.1635184251863676,
gemma_instruct,instruct,w,V,192,192,0.16608496762127975,0.043671333033130234,0.27668107530756764,0.19992005152886957,0.053017891997667516,0.3307320501551361,2.7701734935983207,0.006155844865223387,-0.060279946731133856,-0.17974162962396703,0.06135026300101047,-0.07132682627067934,-0.9883334963476412,0.32423971621301795,-0.060279946731133856,-0.17974162962396703,0.06135026300101047,-0.07132682627067934,-0.21482370201794743,0.07316528244795176,0.32423971621301795,0.006155844865223387,
